Image,Steering,Accelerate
Data/Image_1723634475643654 516.jpg,52.0,156.0
Data/Image_1723634475660822 517.jpg,52.0,156.0
Data/Image_1723634475693675 518.jpg,52.0,156.0
Data/Image_1723634475741786 519.jpg,52.0,162.0
Data/Image_172363447576063 520.jpg,52.0,162.0
Data/Image_1723634475813376 521.jpg,52.0,171.0
Data/Image_1723634475829397 522.jpg,52.0,171.0
Data/Image_1723634475862429 523.jpg,52.0,171.0
Data/Image_1723634475911136 524.jpg,52.0,174.0
Data/Image_1723634475928798 525.jpg,52.0,174.0
Data/Image_1723634475973461 526.jpg,52.0,180.0
Data/Image_1723634475994189 527.jpg,52.0,180.0
Data/Image_1723634476043623 528.jpg,52.0,197.0
Data/Image_1723634476062129 529.jpg,52.0,197.0
Data/Image_1723634476106492 530.jpg,52.0,202.0
Data/Image_1723634476127344 531.jpg,52.0,202.0
Data/Image_1723634476178074 532.jpg,52.0,200.0
Data/Image_1723634476198506 533.jpg,52.0,200.0
Data/Image_1723634476249445 534.jpg,52.0,223.0
Data/Image_1723634476260802 535.jpg,52.0,223.0
Data/Image_1723634476309611 536.jpg,52.0,230.0
Data/Image_1723634476325437 537.jpg,52.0,230.0
Data/Image_1723634476369427 538.jpg,52.0,238.0
Data/Image_1723634476393799 539.jpg,52.0,238.0
Data/Image_1723634476427394 540.jpg,52.0,238.0
Data/Image_1723634476460059 541.jpg,52.0,239.0
Data/Image_1723634476506649 542.jpg,52.0,240.0
Data/Image_1723634476528192 543.jpg,52.0,240.0
Data/Image_1723634476575287 544.jpg,52.0,241.0
Data/Image_1723634476592128 545.jpg,52.0,241.0
Data/Image_1723634476643711 546.jpg,52.0,240.0
Data/Image_172363447665835 547.jpg,52.0,240.0
Data/Image_172363447670371 548.jpg,52.0,252.0
Data/Image_172363447673073 549.jpg,52.0,252.0
Data/Image_1723634476779972 550.jpg,52.0,269.0
Data/Image_172363447679769 551.jpg,52.0,269.0
Data/Image_1723634476829011 552.jpg,52.0,269.0
Data/Image_1723634476875758 553.jpg,52.0,269.0
Data/Image_1723634476893913 554.jpg,52.0,269.0
Data/Image_1723634476944174 555.jpg,52.0,269.0
Data/Image_172363447696028 556.jpg,55.0,269.0
Data/Image_172363447700405 557.jpg,55.0,265.0
Data/Image_1723634477025301 558.jpg,57.0,265.0
Data/Image_1723634477075271 559.jpg,57.0,258.0
Data/Image_1723634477095584 560.jpg,57.0,258.0
Data/Image_1723634477146618 561.jpg,56.0,259.0
Data/Image_1723634477160158 562.jpg,56.0,259.0
Data/Image_1723634477206401 563.jpg,54.0,254.0
Data/Image_1723634477227867 564.jpg,54.0,254.0
Data/Image_1723634477275191 565.jpg,49.0,252.0
Data/Image_172363447729275 566.jpg,49.0,252.0
Data/Image_1723634477343614 567.jpg,42.0,247.0
Data/Image_1723634477362562 568.jpg,42.0,247.0
Data/Image_1723634477411649 569.jpg,46.0,247.0
Data/Image_1723634477428369 570.jpg,46.0,247.0
Data/Image_1723634477461866 571.jpg,46.0,247.0
Data/Image_172363447749446 572.jpg,50.0,247.0
Data/Image_1723634477541876 573.jpg,57.0,245.0
Data/Image_1723634477560601 574.jpg,57.0,245.0
Data/Image_1723634477604073 575.jpg,57.0,246.0
Data/Image_1723634477625962 576.jpg,60.0,246.0
Data/Image_1723634477675659 577.jpg,60.0,244.0
Data/Image_172363447769609 578.jpg,60.0,244.0
Data/Image_1723634477746267 579.jpg,61.0,241.0
Data/Image_1723634477762761 580.jpg,61.0,241.0
Data/Image_1723634477806749 581.jpg,52.0,237.0
Data/Image_1723634477826244 582.jpg,52.0,237.0
Data/Image_1723634477875463 583.jpg,50.0,237.0
Data/Image_1723634477893058 584.jpg,50.0,237.0
Data/Image_1723634477943575 585.jpg,48.0,230.0
Data/Image_1723634477962109 586.jpg,42.0,230.0
Data/Image_172363447801177 587.jpg,41.0,227.0
Data/Image_172363447802757 588.jpg,41.0,227.0
Data/Image_1723634478060535 589.jpg,41.0,226.0
Data/Image_1723634478106399 590.jpg,43.0,229.0
Data/Image_1723634478127401 591.jpg,43.0,229.0
Data/Image_1723634478175522 592.jpg,51.0,228.0
Data/Image_1723634478194285 593.jpg,51.0,228.0
Data/Image_1723634478246423 594.jpg,61.0,222.0
Data/Image_1723634478260415 595.jpg,61.0,222.0
Data/Image_1723634478309477 596.jpg,62.0,222.0
Data/Image_1723634478327708 597.jpg,62.0,222.0
Data/Image_1723634478377849 598.jpg,52.0,223.0
Data/Image_1723634478392815 599.jpg,52.0,223.0
Data/Image_172363447843777 600.jpg,49.0,207.0
Data/Image_1723634478458741 601.jpg,49.0,207.0
Data/Image_172363447850663 602.jpg,42.0,197.0
Data/Image_1723634478524884 603.jpg,42.0,197.0
Data/Image_1723634478575558 604.jpg,39.0,171.0
Data/Image_172363447859512 605.jpg,39.0,171.0
Data/Image_1723634478643726 606.jpg,36.0,167.0
Data/Image_1723634478660279 607.jpg,35.0,167.0
Data/Image_1723634478704556 608.jpg,35.0,161.0
Data/Image_1723634478726107 609.jpg,35.0,161.0
Data/Image_1723634478771349 610.jpg,45.0,156.0
Data/Image_172363447879286 611.jpg,45.0,156.0
Data/Image_1723634478841943 612.jpg,57.0,155.0
Data/Image_1723634478858159 613.jpg,57.0,155.0
Data/Image_1723634478920105 614.jpg,62.0,156.0
Data/Image_172363447892709 615.jpg,62.0,156.0
Data/Image_1723634478975228 616.jpg,62.0,149.0
Data/Image_1723634478993195 617.jpg,62.0,149.0
Data/Image_1723634479037877 618.jpg,51.0,141.0
Data/Image_1723634479059355 619.jpg,51.0,141.0
Data/Image_1723634479106294 620.jpg,44.0,137.0
Data/Image_1723634479125108 621.jpg,44.0,137.0
Data/Image_1723634479175335 622.jpg,40.0,136.0
Data/Image_1723634479194212 623.jpg,40.0,136.0
Data/Image_1723634479243396 624.jpg,38.0,137.0
Data/Image_1723634479260439 625.jpg,40.0,137.0
Data/Image_1723634479313341 626.jpg,47.0,131.0
Data/Image_1723634479326067 627.jpg,47.0,131.0
Data/Image_1723634479375305 628.jpg,47.0,129.0
Data/Image_172363447939217 629.jpg,47.0,129.0
Data/Image_1723634479437761 630.jpg,58.0,128.0
Data/Image_1723634479458735 631.jpg,58.0,128.0
Data/Image_1723634479509451 632.jpg,65.0,127.0
Data/Image_1723634479527242 633.jpg,65.0,127.0
Data/Image_1723634479571509 634.jpg,65.0,127.0
Data/Image_1723634479593865 635.jpg,65.0,127.0
Data/Image_1723634479641756 636.jpg,51.0,123.0
Data/Image_1723634479659593 637.jpg,51.0,123.0
Data/Image_1723634479755638 638.jpg,48.0,149.0
Data/Image_1723634479766095 639.jpg,48.0,149.0
Data/Image_1723634479776645 640.jpg,48.0,149.0
Data/Image_1723634479794686 641.jpg,48.0,149.0
Data/Image_1723634479843952 642.jpg,44.0,146.0
Data/Image_1723634479859782 643.jpg,44.0,146.0
Data/Image_1723634479913507 644.jpg,43.0,146.0
Data/Image_1723634479927725 645.jpg,43.0,146.0
Data/Image_1723634479959104 646.jpg,43.0,146.0
Data/Image_1723634480006269 647.jpg,46.0,148.0
Data/Image_1723634480026045 648.jpg,46.0,148.0
Data/Image_172363448006931 649.jpg,57.0,152.0
Data/Image_1723634480095976 650.jpg,57.0,152.0
Data/Image_1723634480139531 651.jpg,58.0,152.0
Data/Image_1723634480161454 652.jpg,58.0,152.0
Data/Image_1723634480211106 653.jpg,55.0,152.0
Data/Image_1723634480232665 654.jpg,55.0,152.0
Data/Image_1723634480281878 655.jpg,50.0,153.0
Data/Image_1723634480295872 656.jpg,50.0,153.0
Data/Image_1723634480343539 657.jpg,50.0,153.0
Data/Image_1723634480363758 658.jpg,50.0,153.0
Data/Image_1723634480415425 659.jpg,50.0,155.0
Data/Image_1723634480432387 660.jpg,50.0,155.0
Data/Image_172363448046514 661.jpg,50.0,155.0
Data/Image_172363448051334 662.jpg,47.0,149.0
Data/Image_1723634480530915 663.jpg,47.0,149.0
Data/Image_1723634480575178 664.jpg,47.0,154.0
Data/Image_1723634480595941 665.jpg,47.0,154.0
Data/Image_1723634480643725 666.jpg,45.0,167.0
Data/Image_1723634480659046 667.jpg,45.0,167.0
Data/Image_1723634480691255 668.jpg,45.0,169.0
Data/Image_1723634480737817 669.jpg,45.0,170.0
Data/Image_172363448075975 670.jpg,45.0,170.0
Data/Image_1723634480806292 671.jpg,44.0,170.0
Data/Image_1723634480827229 672.jpg,44.0,170.0
Data/Image_172363448087511 673.jpg,43.0,170.0
Data/Image_1723634480891946 674.jpg,43.0,170.0
Data/Image_1723634480943634 675.jpg,43.0,174.0
Data/Image_172363448095861 676.jpg,43.0,174.0
Data/Image_1723634480992369 677.jpg,43.0,181.0
Data/Image_1723634481039649 678.jpg,50.0,181.0
Data/Image_1723634481060603 679.jpg,50.0,179.0
Data/Image_1723634481109253 680.jpg,49.0,177.0
Data/Image_1723634481126319 681.jpg,49.0,177.0
Data/Image_1723634481178052 682.jpg,45.0,180.0
Data/Image_1723634481191835 683.jpg,45.0,180.0
Data/Image_1723634481237859 684.jpg,44.0,180.0
Data/Image_1723634481258179 685.jpg,44.0,180.0
Data/Image_1723634481309402 686.jpg,49.0,175.0
Data/Image_1723634481327246 687.jpg,49.0,175.0
Data/Image_1723634481371362 688.jpg,50.0,175.0
Data/Image_1723634481395062 689.jpg,50.0,175.0
Data/Image_1723634481439719 690.jpg,46.0,175.0
Data/Image_172363448146011 691.jpg,46.0,174.0
Data/Image_1723634481509676 692.jpg,43.0,173.0
Data/Image_172363448152524 693.jpg,43.0,173.0
Data/Image_1723634481569491 694.jpg,41.0,173.0
Data/Image_1723634481591802 695.jpg,41.0,173.0
Data/Image_1723634481638085 696.jpg,41.0,169.0
Data/Image_1723634481661807 697.jpg,41.0,169.0
Data/Image_1723634481706362 698.jpg,41.0,167.0
Data/Image_1723634481727658 699.jpg,41.0,167.0
Data/Image_1723634481774937 700.jpg,37.0,168.0
Data/Image_1723634481792931 701.jpg,37.0,168.0
Data/Image_1723634481843929 702.jpg,35.0,168.0
Data/Image_1723634481858194 703.jpg,35.0,168.0
Data/Image_172363448190346 704.jpg,35.0,169.0
Data/Image_1723634481928241 705.jpg,35.0,169.0
Data/Image_1723634481980047 706.jpg,35.0,171.0
Data/Image_1723634481994379 707.jpg,35.0,170.0
Data/Image_1723634482039766 708.jpg,35.0,170.0
Data/Image_1723634482058971 709.jpg,35.0,171.0
Data/Image_172363448210934 710.jpg,38.0,172.0
Data/Image_1723634482125342 711.jpg,38.0,172.0
Data/Image_1723634482169647 712.jpg,45.0,168.0
Data/Image_1723634482191315 713.jpg,45.0,168.0
Data/Image_1723634482240327 714.jpg,50.0,168.0
Data/Image_1723634482261338 715.jpg,50.0,162.0
Data/Image_1723634482309349 716.jpg,45.0,163.0
Data/Image_1723634482327592 717.jpg,45.0,163.0
Data/Image_1723634482377785 718.jpg,38.0,163.0
Data/Image_1723634482392424 719.jpg,38.0,163.0
Data/Image_172363448243776 720.jpg,36.0,162.0
Data/Image_1723634482459736 721.jpg,36.0,162.0
Data/Image_1723634482506158 722.jpg,35.0,162.0
Data/Image_1723634482527294 723.jpg,35.0,162.0
Data/Image_1723634482575025 724.jpg,35.0,163.0
Data/Image_1723634482593041 725.jpg,35.0,163.0
Data/Image_1723634482643357 726.jpg,31.0,164.0
Data/Image_172363448266008 727.jpg,23.0,164.0
Data/Image_172363448270342 728.jpg,23.0,170.0
Data/Image_1723634482725118 729.jpg,23.0,170.0
Data/Image_1723634482771594 730.jpg,35.0,169.0
Data/Image_172363448279204 731.jpg,35.0,169.0
Data/Image_1723634482839804 732.jpg,35.0,168.0
Data/Image_1723634482860524 733.jpg,35.0,161.0
Data/Image_1723634482909286 734.jpg,35.0,160.0
Data/Image_1723634482926941 735.jpg,35.0,160.0
Data/Image_1723634482978075 736.jpg,35.0,173.0
Data/Image_1723634482992416 737.jpg,35.0,173.0
Data/Image_1723634483037792 738.jpg,35.0,178.0
Data/Image_1723634483059276 739.jpg,35.0,178.0
Data/Image_1723634483106177 740.jpg,35.0,183.0
Data/Image_1723634483125043 741.jpg,35.0,183.0
Data/Image_1723634483175156 742.jpg,35.0,185.0
Data/Image_1723634483193278 743.jpg,35.0,185.0
Data/Image_1723634483243402 744.jpg,36.0,186.0
Data/Image_1723634483259963 745.jpg,35.0,186.0
Data/Image_1723634483303286 746.jpg,35.0,190.0
Data/Image_1723634483327409 747.jpg,31.0,190.0
Data/Image_1723634483358473 748.jpg,31.0,190.0
Data/Image_1723634483406468 749.jpg,23.0,189.0
Data/Image_1723634483424386 750.jpg,23.0,189.0
Data/Image_1723634483474833 751.jpg,23.0,189.0
Data/Image_1723634483494657 752.jpg,23.0,189.0
Data/Image_1723634483543401 753.jpg,21.0,190.0
Data/Image_1723634483559689 754.jpg,17.0,190.0
Data/Image_172363448361141 755.jpg,21.0,190.0
Data/Image_1723634483625307 756.jpg,21.0,190.0
Data/Image_1723634483671318 757.jpg,25.0,181.0
Data/Image_172363448369158 758.jpg,25.0,181.0
Data/Image_1723634483740381 759.jpg,24.0,180.0
Data/Image_1723634483760169 760.jpg,24.0,187.0
Data/Image_172363448380955 761.jpg,16.0,201.0
Data/Image_1723634483826301 762.jpg,16.0,201.0
Data/Image_1723634483878698 763.jpg,12.0,207.0
Data/Image_1723634483892329 764.jpg,12.0,207.0
Data/Image_172363448392738 765.jpg,12.0,207.0
Data/Image_1723634483958459 766.jpg,12.0,207.0
Data/Image_1723634484006168 767.jpg,15.0,208.0
Data/Image_1723634484024342 768.jpg,15.0,208.0
Data/Image_1723634484074598 769.jpg,12.0,207.0
Data/Image_1723634484095292 770.jpg,12.0,207.0
Data/Image_1723634484143102 771.jpg,11.0,205.0
Data/Image_1723634484160057 772.jpg,17.0,205.0
Data/Image_1723634484203279 773.jpg,17.0,204.0
Data/Image_1723634484227884 774.jpg,18.0,204.0
Data/Image_1723634484258285 775.jpg,18.0,193.0
Data/Image_1723634484306195 776.jpg,18.0,192.0
Data/Image_1723634484324795 777.jpg,18.0,192.0
Data/Image_172363448437471 778.jpg,18.0,196.0
Data/Image_1723634484394811 779.jpg,18.0,196.0
Data/Image_1723634484443059 780.jpg,15.0,205.0
Data/Image_1723634484459617 781.jpg,15.0,205.0
Data/Image_1723634484503043 782.jpg,15.0,214.0
Data/Image_172363448452581 783.jpg,12.0,214.0
Data/Image_1723634484571323 784.jpg,12.0,217.0
Data/Image_1723634484591337 785.jpg,12.0,217.0
Data/Image_1723634484639975 786.jpg,8.0,219.0
Data/Image_1723634484657573 787.jpg,8.0,222.0
Data/Image_1723634484710693 788.jpg,9.0,220.0
Data/Image_1723634484727911 789.jpg,9.0,220.0
Data/Image_1723634484759732 790.jpg,9.0,217.0
Data/Image_172363448480625 791.jpg,10.0,213.0
Data/Image_1723634484826916 792.jpg,10.0,213.0
Data/Image_1723634484874874 793.jpg,10.0,191.0
Data/Image_1723634484892345 794.jpg,10.0,191.0
Data/Image_1723634484943095 795.jpg,13.0,192.0
Data/Image_1723634484957607 796.jpg,13.0,192.0
Data/Image_1723634485011374 797.jpg,15.0,188.0
Data/Image_1723634485027607 798.jpg,15.0,188.0
Data/Image_1723634485060312 799.jpg,15.0,182.0
Data/Image_1723634485106222 800.jpg,19.0,184.0
Data/Image_1723634485127239 801.jpg,19.0,184.0
Data/Image_1723634485174736 802.jpg,20.0,186.0
Data/Image_1723634485193054 803.jpg,20.0,186.0
Data/Image_1723634485243315 804.jpg,23.0,181.0
Data/Image_1723634485259004 805.jpg,25.0,181.0
Data/Image_1723634485294276 806.jpg,25.0,181.0
Data/Image_1723634485346304 807.jpg,25.0,184.0
Data/Image_1723634485361019 808.jpg,25.0,184.0
Data/Image_1723634485393684 809.jpg,25.0,184.0
Data/Image_1723634485439946 810.jpg,25.0,187.0
Data/Image_1723634485459734 811.jpg,25.0,184.0
Data/Image_1723634485509299 812.jpg,31.0,186.0
Data/Image_1723634485526331 813.jpg,31.0,186.0
Data/Image_1723634485577733 814.jpg,31.0,185.0
Data/Image_1723634485595323 815.jpg,31.0,185.0
Data/Image_1723634485646304 816.jpg,32.0,186.0
Data/Image_1723634485662491 817.jpg,32.0,186.0
Data/Image_1723634485706144 818.jpg,32.0,186.0
Data/Image_1723634485726569 819.jpg,32.0,186.0
Data/Image_1723634485775515 820.jpg,35.0,186.0
Data/Image_1723634485793459 821.jpg,35.0,186.0
Data/Image_1723634485844003 822.jpg,36.0,184.0
Data/Image_1723634485859112 823.jpg,40.0,184.0
Data/Image_172363448589622 824.jpg,40.0,182.0
Data/Image_1723634485946469 825.jpg,37.0,176.0
Data/Image_1723634485962289 826.jpg,37.0,176.0
Data/Image_1723634486006216 827.jpg,35.0,176.0
Data/Image_1723634486028641 828.jpg,35.0,176.0
Data/Image_1723634486075088 829.jpg,35.0,178.0
Data/Image_1723634486091942 830.jpg,35.0,178.0
Data/Image_1723634486135157 831.jpg,42.0,178.0
Data/Image_1723634486158528 832.jpg,42.0,178.0
Data/Image_1723634486194038 833.jpg,45.0,179.0
Data/Image_1723634486238031 834.jpg,41.0,180.0
Data/Image_1723634486261365 835.jpg,41.0,180.0
Data/Image_1723634486306781 836.jpg,43.0,178.0
Data/Image_1723634486328226 837.jpg,43.0,178.0
Data/Image_1723634486378271 838.jpg,50.0,175.0
Data/Image_1723634486393519 839.jpg,50.0,175.0
Data/Image_1723634486425809 840.jpg,50.0,175.0
Data/Image_1723634486475218 841.jpg,57.0,163.0
Data/Image_17236344864948 842.jpg,57.0,163.0
Data/Image_1723634486546231 843.jpg,58.0,163.0
Data/Image_1723634486561248 844.jpg,58.0,163.0
Data/Image_172363448660932 845.jpg,52.0,156.0
Data/Image_1723634486626876 846.jpg,52.0,156.0
Data/Image_1723634486677959 847.jpg,45.0,157.0
Data/Image_172363448669235 848.jpg,45.0,157.0
Data/Image_1723634486746297 849.jpg,42.0,156.0
Data/Image_1723634486761278 850.jpg,42.0,156.0
Data/Image_1723634486793723 851.jpg,35.0,156.0
Data/Image_1723634486839704 852.jpg,35.0,156.0
Data/Image_1723634486860636 853.jpg,35.0,155.0
Data/Image_1723634486909296 854.jpg,35.0,155.0
Data/Image_1723634486927103 855.jpg,35.0,155.0
Data/Image_172363448698456 856.jpg,35.0,157.0
Data/Image_1723634486993052 857.jpg,35.0,157.0
Data/Image_172363448702563 858.jpg,35.0,157.0
Data/Image_1723634487059461 859.jpg,35.0,157.0
Data/Image_1723634487106476 860.jpg,43.0,159.0
Data/Image_1723634487127856 861.jpg,43.0,159.0
Data/Image_1723634487175286 862.jpg,46.0,158.0
Data/Image_1723634487193473 863.jpg,46.0,158.0
Data/Image_1723634487237961 864.jpg,50.0,156.0
Data/Image_1723634487261503 865.jpg,50.0,156.0
Data/Image_1723634487309291 866.jpg,47.0,161.0
Data/Image_1723634487326254 867.jpg,47.0,161.0
Data/Image_1723634487369599 868.jpg,46.0,172.0
Data/Image_1723634487392533 869.jpg,46.0,172.0
Data/Image_1723634487446268 870.jpg,45.0,188.0
Data/Image_1723634487462332 871.jpg,45.0,188.0
Data/Image_1723634487506803 872.jpg,47.0,196.0
Data/Image_1723634487526788 873.jpg,47.0,196.0
Data/Image_1723634487575322 874.jpg,46.0,196.0
Data/Image_172363448759325 875.jpg,46.0,196.0
Data/Image_1723634487643776 876.jpg,44.0,185.0
Data/Image_1723634487658799 877.jpg,40.0,185.0
Data/Image_1723634487693082 878.jpg,40.0,183.0
Data/Image_1723634487729971 879.jpg,40.0,183.0
Data/Image_1723634487779728 880.jpg,35.0,184.0
Data/Image_1723634487794487 881.jpg,35.0,185.0
Data/Image_1723634487839767 882.jpg,35.0,185.0
Data/Image_1723634487860735 883.jpg,35.0,187.0
Data/Image_1723634487909343 884.jpg,43.0,200.0
Data/Image_1723634487925963 885.jpg,43.0,200.0
Data/Image_1723634487969454 886.jpg,46.0,189.0
Data/Image_1723634487993316 887.jpg,46.0,189.0
Data/Image_1723634488029136 888.jpg,46.0,189.0
Data/Image_1723634488079722 889.jpg,46.0,193.0
Data/Image_1723634488094653 890.jpg,46.0,193.0
Data/Image_1723634488139905 891.jpg,48.0,193.0
Data/Image_1723634488160785 892.jpg,48.0,192.0
Data/Image_1723634488209286 893.jpg,43.0,194.0
Data/Image_172363448822485 894.jpg,43.0,194.0
Data/Image_1723634488269649 895.jpg,35.0,187.0
Data/Image_1723634488290903 896.jpg,35.0,187.0
Data/Image_1723634488337959 897.jpg,35.0,185.0
Data/Image_1723634488360638 898.jpg,35.0,185.0
Data/Image_1723634488392972 899.jpg,35.0,185.0
Data/Image_1723634488439746 900.jpg,35.0,182.0
Data/Image_1723634488459555 901.jpg,35.0,184.0
Data/Image_172363448850933 902.jpg,30.0,184.0
Data/Image_172363448852567 903.jpg,30.0,184.0
Data/Image_1723634488569645 904.jpg,25.0,191.0
Data/Image_1723634488591364 905.jpg,25.0,191.0
Data/Image_1723634488637908 906.jpg,28.0,191.0
Data/Image_172363448866039 907.jpg,28.0,191.0
Data/Image_1723634488706119 908.jpg,36.0,193.0
Data/Image_1723634488726104 909.jpg,36.0,193.0
Data/Image_1723634488774925 910.jpg,36.0,191.0
Data/Image_1723634488791862 911.jpg,36.0,191.0
Data/Image_1723634488844974 912.jpg,36.0,190.0
Data/Image_1723634488858786 913.jpg,36.0,190.0
Data/Image_1723634488892376 914.jpg,36.0,190.0
Data/Image_172363448893776 915.jpg,36.0,188.0
Data/Image_1723634488960209 916.jpg,36.0,188.0
Data/Image_1723634489006328 917.jpg,38.0,189.0
Data/Image_1723634489027409 918.jpg,38.0,189.0
Data/Image_1723634489074968 919.jpg,41.0,192.0
Data/Image_1723634489092319 920.jpg,41.0,192.0
Data/Image_1723634489143776 921.jpg,41.0,199.0
Data/Image_1723634489160148 922.jpg,39.0,199.0
Data/Image_1723634489203814 923.jpg,39.0,199.0
Data/Image_1723634489224705 924.jpg,35.0,199.0
Data/Image_1723634489271314 925.jpg,36.0,191.0
Data/Image_1723634489295731 926.jpg,36.0,191.0
Data/Image_1723634489326837 927.jpg,36.0,182.0
Data/Image_1723634489374942 928.jpg,35.0,182.0
Data/Image_1723634489392189 929.jpg,35.0,182.0
Data/Image_1723634489443303 930.jpg,35.0,185.0
Data/Image_1723634489460237 931.jpg,35.0,185.0
Data/Image_1723634489504703 932.jpg,35.0,185.0
Data/Image_1723634489525886 933.jpg,35.0,185.0
Data/Image_1723634489580006 934.jpg,35.0,191.0
Data/Image_1723634489600487 935.jpg,35.0,194.0
Data/Image_1723634489641912 936.jpg,54.0,194.0
Data/Image_172363448966505 937.jpg,54.0,194.0
Data/Image_1723634489713315 938.jpg,55.0,193.0
Data/Image_172363448973034 939.jpg,55.0,193.0
Data/Image_1723634489775062 940.jpg,55.0,193.0
Data/Image_1723634489795155 941.jpg,55.0,193.0
Data/Image_1723634489843785 942.jpg,48.0,190.0
Data/Image_1723634489862897 943.jpg,43.0,190.0
Data/Image_1723634489911392 944.jpg,38.0,181.0
Data/Image_1723634489928764 945.jpg,38.0,181.0
Data/Image_1723634489971233 946.jpg,37.0,174.0
Data/Image_1723634489993293 947.jpg,37.0,174.0
Data/Image_1723634490039789 948.jpg,36.0,173.0
Data/Image_1723634490060063 949.jpg,36.0,174.0
Data/Image_1723634490109304 950.jpg,37.0,176.0
Data/Image_1723634490125767 951.jpg,37.0,176.0
Data/Image_1723634490177963 952.jpg,38.0,182.0
Data/Image_1723634490195748 953.jpg,38.0,182.0
Data/Image_1723634490237906 954.jpg,45.0,183.0
Data/Image_1723634490261496 955.jpg,45.0,183.0
Data/Image_1723634490309279 956.jpg,58.0,179.0
Data/Image_1723634490328318 957.jpg,58.0,179.0
Data/Image_1723634490371278 958.jpg,59.0,179.0
Data/Image_1723634490393657 959.jpg,59.0,179.0
Data/Image_1723634490441951 960.jpg,55.0,179.0
Data/Image_1723634490460631 961.jpg,55.0,179.0
Data/Image_1723634490514481 962.jpg,45.0,177.0
Data/Image_1723634490529295 963.jpg,45.0,177.0
Data/Image_1723634490571229 964.jpg,42.0,178.0
Data/Image_1723634490593909 965.jpg,42.0,178.0
